,currentThrust,sent_time_ns,recv_time_ns,latency,currentTimestep,currentTime,totalTimestepsRun,versions,drag,currentMassFlowRate,currentOxidiserMass,currentFuelMass,currentRocketTotalMass,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange
6.104,123191000.0,130901266933100,130901297904200,30971100,104,104,701,6,3723080.1411957513,30628.52738619129,3741971.273002362,623661.8788337302,4796633.151836105,71789068.70024008,14.871592524026122,14.871592524026122,796.484010764094,796.484010764094,33757.53298673742,41.72539495560546
6.105,123191000.0,130885109036200,130885123739500,14703300,105,105,601,6,3034248.162872325,30628.52738619129,3689465.226054605,614910.8710091042,4735376.097063722,73433389.95523654,15.507403942164295,15.507403942164295,813.9206116429074,813.9206116429074,34586.47978236558,40.39062110443414
6.106,123191000.0,130885262754700,130885263496100,741400,106,106,602,6,2783197.67463328,30628.52738619129,3663212.2025807267,610535.3670967912,4704747.569677531,74003178.17859109,15.729468389663966,15.729468389663966,829.6500800325714,829.6500800325714,35416.12986239816,39.92809687510363
6.107,123191000.0,130885422271400,130885482873200,60601800,107,107,603,6,2549564.1161235743,30628.52738619129,3636959.1791068483,606159.8631844781,4674119.0422913395,74554694.52048868,15.950533960714143,15.950533960714143,845.6006139932855,845.6006139932855,36261.73047639144,39.48040480190218
6.108,123191000.0,130885576126300,130885606679000,30552700,108,108,604,6,2332496.0719261914,30628.52738619129,3610706.15563297,601784.3592721651,4643490.514905148,75088793.93265693,16.170765007838238,16.170765007838238,861.7713790011237,861.7713790011237,37123.50185539257,39.046850879807025
6.109,123191000.0,130885718565000,130885734225700,15660700,109,109,605,6,2131148.924983966,30628.52738619129,3584453.1321590915,597408.8553598521,4612861.987518957,75606327.83051284,16.39032948201816,16.39032948201816,878.1617084831419,878.1617084831419,38001.663563875714,38.62674397438706
6.110,123191000.0,130885858153200,130885889696200,31543000,110,110,606,6,1944688.0757875433,30628.52738619129,3558200.108685213,593033.351447539,4582233.460132766,76108140.8311136,16.6093983410676,16.6093983410676,894.7711068242095,894.7711068242095,38896.43467069992,38.21939846976353
6.111,123191000.0,130886014616500,130886093034800,78418300,111,111,607,6,1772292.0481522859,30628.52738619129,3531947.0852113348,588657.847535226,4551604.932746574,76595067.53396857,16.828144943535076,16.828144943535076,911.5992517677446,911.5992517677446,39808.033922467665,37.824136881778244
6.112,123191000.0,130886203018000,130886218731900,15713900,112,112,608,6,1613155.4230274854,30628.52738619129,3505694.0617374564,584282.343622913,4520976.405360383,77067929.41526236,17.046744443055548,17.046744443055548,928.6459962108001,928.6459962108001,40736.67991867846,37.440292379100455
6.113,123191000.0,130886390273800,130886421950000,31676200,113,113,609,6,1466491.5533224405,30628.52738619129,3479441.038263578,579906.8397106,4490347.877974192,77527531.89404568,17.265373196212586,17.265373196212586,945.9113694070128,945.9113694070128,41682.591288085474,37.06721116473957
6.114,123191000.0,130886514774000,130886562219200,47445200,114,114,610,6,1331535.0236611431,30628.52738619129,3453188.0147896996,575531.335798287,4459719.350588,77974661.61740929,17.48420819510281,17.48420819510281,963.3955776021156,963.3955776021156,42645.98686568759,36.704254679798616
6.115,123191000.0,130886718114800,130886733657400,15542600,115,115,611,6,1207543.8291517862,30628.52738619129,3426934.991315821,571155.8318859739,4429090.823201809,78410084.00072911,17.703426533946335,17.703426533946335,981.0990041360619,981.0990041360619,43627.085869823655,36.350801600174435
6.116,123191000.0,130886905589600,130886921390900,15801300,116,116,612,6,1093801.2565665536,30628.52738619129,3374428.9443680644,562404.8240613479,4367833.7684294265,78834541.048897,17.923204917294512,17.923204917294512,999.0222090533564,999.0222090533564,44626.10807887701,36.0062496051684
6.117,123191000.0,130887142502800,130887157404900,14902100,117,117,613,6,989617.4596893238,30628.52738619129,3348175.920894186,558029.3201490348,4337205.241043235,79653399.12567654,18.36514407294163,18.36514407294163,1035.5310723419761,1035.5310723419761,46678.805079488026,35.34154351724026
6.118,123191000.0,130887328914500,130887388502800,59588300,118,118,614,6,894330.7279508403,30628.52738619129,3321922.8974203076,553653.8162367218,4306576.713657044,80049151.71107355,18.587652568041147,18.587652568041147,1054.1187249100174,1054.1187249100174,47732.923804398044,35.020292301325945
6.119,123191000.0,130887514214000,130887530455900,16241900,119,119,615,6,807308.4538103004,30628.52738619129,3295669.873946429,549278.3123244088,4275948.186270853,80436639.83887263,18.81141593276021,18.81141593276021,1072.9301408427775,1072.9301408427775,48805.85394524082,34.70574973912654
6.120,123191000.0,130887702585700,130887733377300,30791600,120,120,616,6,727947.8096616258,30628.52738619129,3269416.850472551,544902.8084120958,4245319.658884661,80816466.33667985,19.036603325628512,19.036603325628512,1091.966744168406,1091.966744168406,49897.82068940923,34.3974264867727
6.121,123191000.0,130887888974200,130887934708100,45733900,121,121,617,6,655676.1493701555,30628.52738619129,3243163.8269986724,540527.3044997827,4214691.13149847,81189203.85062985,19.26338166131862,19.26338166131862,1111.2301258297246,1111.2301258297246,51009.05081523895,34.09485770013244
6.123,123191000.0,130888123928400,130888169099900,45171500,123,123,619,6,530260.7352210224,30628.52738619129,3216910.803524794,536151.8005874697,4184062.6041122787,81555394.70073023,19.491915493944582,19.491915493944582,1130.7220413236691,1130.7220413236691,52139.772856562624,33.797603152234956
6.124,123191000.0,130921688248000,130921703502400,15254400,124,124,835,6,662517.3538605542,30628.52738619129,3216910.803524794,536151.8005874697,4184062.6041122787,81106309.14843516,19.24371362406313,19.24371362406313,1123.29120974424,1123.29120974424,50261.45121518325,34.162147276639395
6.125,123191000.0,130888420639700,130888434574600,13934900,125,125,621,6,427084.453859773,30628.52738619129,3164404.7565770373,527400.7927628437,4122805.549339896,82270154.81938607,19.954895722054697,19.954895722054697,1170.399303997715,1170.399303997715,54460.616568836,33.21739833316877
6.126,123191000.0,130888639824800,130888640280300,455500,126,126,622,6,382721.9308488415,30628.52738619129,3138151.733103159,523025.28885053063,4092177.0219537048,82619658.96077438,20.189659078171974,20.189659078171974,1190.5889630758868,1190.5889630758868,55651.20553191189,32.93368918121098
6.127,123191000.0,130888858681100,130888874667800,15986700,127,127,623,6,342639.2071708215,30628.52738619129,3085645.686155402,514274.2810259046,4030919.967181322,83305035.91478041,20.66650704876997,20.66650704876997,1231.682282077884,1231.682282077884,58093.90358901888,32.3773360758656
6.128,123191000.0,130889017226900,130889063942900,46716000,128,128,624,6,306467.3735199191,30628.52738619129,3059392.6626815237,509898.77711359155,4000291.439795131,83641673.60208985,20.908894979505153,20.908894979505153,1252.5911770573894,1252.5911770573894,59346.49476607627,32.10407123727395
6.129,123191000.0,130889187573700,130889203433300,15859600,129,129,625,6,273863.56060285907,30628.52738619129,3033139.6392076453,505523.2732012785,3969662.9124089396,83974743.26866545,21.154124448744803,21.154124448744803,1273.7453015061342,1273.7453015061342,60620.2400675824,31.833702730990538
6.130,123191000.0,130889359031900,130889391325300,32293400,130,130,626,6,244509.84760242657,30628.52738619129,3006886.615733767,501147.7692889655,3939034.3850227483,84304562.8353244,21.40234245120395,21.40234245120395,1295.1476439573382,1295.1476439573382,61915.38771153974,31.565972485551374
6.131,123191000.0,130889516498100,130889547383600,30885500,131,131,627,6,218112.11455541642,30628.52738619129,2980633.5922598885,496772.2653766525,3908405.857636557,84631426.42202996,21.653694499682086,21.653694499682086,1316.8013384570204,1316.8013384570204,63232.18904999676,31.300641749778833
6.132,123191000.0,130889671974500,130889687916000,15941500,132,132,628,6,194398.8563873227,30628.52738619129,2954380.56878601,492396.76146433945,3877777.3302503657,84955605.5338566,21.908324872375154,21.908324872375154,1338.7096633293957,1338.7096633293957,64570.89871332616,31.037490130077195
6.133,123191000.0,130889827397700,130889875228400,47830700,133,133,629,6,173119.97462161648,30628.52738619129,2928127.5453121318,488021.2575520264,3847148.8028641744,85277350.26928082,22.16637687780427,22.16637687780427,1360.8760402071998,1360.8760402071998,65931.77475353336,30.776314609605556
6.134,123191000.0,130889968916800,130889983829800,14913000,134,134,630,6,154045.56102395558,30628.52738619129,2901874.5218382534,483645.7536397134,3816520.275477983,85596890.53653704,22.427993134614447,22.427993134614447,1383.3040333418144,1383.3040333418144,67315.07878687518,30.51692856090377
6.135,123191000.0,130890126523800,130890158158700,31634900,135,135,631,6,136964.68569363083,30628.52738619129,2875621.498364375,479270.24972740037,3785891.7480917918,85914437.26552589,22.693315863780168,22.693315863780168,1405.9973492055944,1405.9973492055944,68721.07613608078,30.25916076212881
6.136,123191000.0,130890279948300,130890343596500,63648200,136,136,632,6,121684.20041078115,30628.52738619129,2849368.4748904966,474894.74581508734,3755263.2207056005,86230183.60446727,22.962487191048336,22.962487191048336,1428.9598363966427,1428.9598363966427,70150.03597247742,30.002854425674546
6.137,123191000.0,130890468875000,130890499648400,30773400,137,137,633,6,108027.56641592983,30628.52738619129,2823115.451416618,470519.2419027743,3724634.693319409,86544306.09212065,23.23564945774374,23.23564945774374,1452.1954858543863,1452.1954858543863,71602.23145833181,29.747866246624636
6.138,123191000.0,130890608375500,130890640113300,31737800,138,138,634,6,95833.71425926355,30628.52738619129,2796862.42794274,466143.7379904613,3694006.165933218,86856965.79793587,23.51294553835515,23.51294553835515,1475.7084313927414,1475.7084313927414,73077.93988972456,29.49406547723789
6.139,123191000.0,130890795740600,130890825456900,29716300,139,139,635,6,84955.94192585383,30628.52738619129,2770609.4044688614,461768.23407814826,3663377.6385470266,87168309.42392781,23.79451916360461,23.79451916360461,1499.5029505563461,1499.5029505563461,74577.4428402809,29.24133303250415
6.140,123191000.0,130891013484100,130891029279300,15795200,140,140,636,6,66627.36047904738,30628.52738619129,2744356.380994983,457392.73016583524,3632749.1111608353,87478470.36338255,24.08051524797677,24.08051524797677,1523.583465804323,1523.583465804323,76101.02630608522,28.98956063074206
6.142,123191000.0,130891171501700,130891202620300,31118600,142,142,638,6,58945.69315204028,30628.52738619129,2718103.3575211046,453017.2262535222,3602120.583774644,87787569.71269171,24.37108022094573,24.37108022094573,1547.9545460252687,1547.9545460252687,77648.98085211049,28.738649972244964
6.143,123191000.0,130891329258400,130891358047100,28788700,143,143,639,6,52116.515777736015,30628.52738619129,2691850.3340472262,448641.7223412092,3571492.0563884526,88095717.23367724,24.666362361382646,24.666362361382646,1572.6209083866513,1572.6209083866513,79221.60176049714,28.488511958116064
6.144,123191000.0,130891529835800,130891545555000,15719200,144,144,640,6,46050.05440035361,30628.52738619129,2665597.310573348,444266.21842889616,3540863.5290022613,88403012.26471007,24.966512134857716,24.966512134857716,1597.587420521509,1597.587420521509,80819.18918101865,28.239065950670042
6.145,123191000.0,130891701341600,130891730885900,29544300,145,145,641,6,40665.292695263124,30628.52738619129,2613091.263625591,435515.2106042701,3479606.4742298787,88709544.579746,25.27168253376346,25.27168253376346,1622.8591030552725,1622.8591030552725,82442.04828407393,27.990239076112708
6.146,123191000.0,130891937257600,130891952261700,15004100,146,146,642,6,35889.21700795257,30628.52738619129,2586838.2401517127,431139.7066919571,3448977.9468436874,89320637.12445547,25.897711873222253,25.897711873222253,1674.3388443488795,1674.3388443488795,85764.82826089846,27.49418616258049
6.147,123191000.0,130892125751100,130892141768500,16017400,147,147,643,6,31656.112287689695,30628.52738619129,2560585.2166778343,426764.20277964405,3418349.419457496,89625336.08283427,26.218892537047346,26.218892537047346,1700.557736885927,1700.557736885927,87465.38599778438,27.246847510910477
6.148,123191000.0,130892297021800,130892326809500,29787700,148,148,644,6,27906.90757977398,30628.52738619129,2534332.193203956,422388.698867331,3387720.892071305,89929551.14120072,26.54573797731501,26.54573797731501,1727.103474863242,1727.103474863242,89192.48947264762,26.999901663919665
6.149,123191000.0,130892452571500,130892591227700,138656200,149,149,645,6,24588.569414874655,30628.52738619129,2508079.1697300775,418013.194955018,3357092.3646851135,90233335.33302416,26.878419039712007,26.878419039712007,1753.981893902954,1753.981893902954,90946.47136655057,26.753305571815993
6.150,123191000.0,130892607237900,130892622126000,14888100,150,150,646,6,21653.541182276433,30628.52738619129,2481826.146256199,413637.691042705,3326463.8372989222,90536736.21491529,27.21711121574399,27.21711121574399,1781.1990051186979,1781.1990051186979,92727.67037166927,26.507020630634308
6.151,123191000.0,130892748797100,130892780680100,31883000,151,151,647,6,19059.22638733314,30628.52738619129,2455573.1227823207,409262.18713039195,3295835.309912731,90839796.38336878,27.561995015392345,27.561995015392345,1808.7610001340902,1808.7610001340902,94536.43137180337,26.261012262771814
6.153,123191000.0,130892966702500,130892981924800,15222300,153,153,649,6,14744.340531652897,30628.52738619129,2429320.0993084423,404886.6832180789,3265206.7825265396,91142553.9498508,27.913256347987506,27.913256347987506,1836.6742564820777,1836.6742564820777,96373.10562828544,26.01524953133687
6.154,123191000.0,130893155543800,130893185284100,29740300,154,154,650,6,12959.295651159007,30628.52738619129,2403067.075834564,400511.1793057659,3234578.2551403483,91445042.97654153,28.27108691255755,28.27108691255755,1864.9453433946353,1864.9453433946353,98238.05097168007,25.769704786436076
6.155,123191000.0,130893311814500,130893342710200,30895700,155,155,651,6,11385.253723308746,30628.52738619129,2376814.0523606855,396135.67539345287,3203949.727754157,91747293.87508057,28.63568459901892,28.63568459901892,1893.5810279936543,1893.5810279936543,100131.63199967373,25.52435334149364
6.156,123191000.0,130893469280700,130893484261900,14981200,156,156,652,6,9998.044209306856,30628.52738619129,2350561.028886807,391760.17148113984,3173321.2003679657,92049333.77066694,29.007253901682965,29.007253901682965,1922.5882818953373,1922.5882818953373,102054.22028156907,25.279173177694034
